-4.124355003272845543e+00,2.108280593791673319e+00,1.733074653921535457e+01
-4.715750588109854036e+00,3.114912621766838363e+00,1.968514611395472258e+01
-4.705003423621050729e+00,3.118758356535070497e+00,1.967971537122649295e+01
-4.087885766422987288e+00,2.106737014106030870e+00,1.727459853674111656e+01
-4.035658306307809973e+00,2.109062368234975171e+00,1.707021049117555123e+01
-4.023135733344742171e+00,2.172556381982051921e+00,1.714110402855044413e+01
-4.044805385565015676e+00,2.244190611906082822e+00,1.711229314826284309e+01
-4.035694458095881565e+00,2.417952436889510892e+00,1.712765338670090642e+01
-4.576738100333527903e+00,3.357633868310444303e+00,1.954859810656631680e+01
-3.928191046420400401e+00,2.703396835070617232e+00,1.707035984228820169e+01
-3.952437408411581643e+00,2.805780867189571204e+00,1.707506077993400950e+01
-3.832311704673084130e+00,2.932185116440724659e+00,1.686867932218347121e+01
-3.755433906773693931e+00,2.940601226092185438e+00,1.683158707129368281e+01
-3.803720259444141050e+00,2.950825698985955814e+00,1.708929091890383845e+01
-3.787237409838401181e+00,2.797769128353938761e+00,1.701969408189526334e+01
-3.822027112466854337e+00,2.663929290025376151e+00,1.700405820901982423e+01
-3.843327738719189757e+00,2.474294294502987324e+00,1.718403264881443349e+01
-4.559856932312520428e+00,3.296776617406606213e+00,1.954404380610923297e+01
-4.018875534321943555e+00,2.017983646539668108e+00,1.735882498871201562e+01
-4.095294423878319101e+00,1.755975919476602920e+00,1.747749885361231037e+01
-4.126749772864381605e+00,1.417331954779740721e+00,1.747379118192077740e+01
-4.132783927585565564e+00,1.029208319270840333e+00,1.733415355452753559e+01
-4.340316416907623598e+00,4.520703582986883018e-01,1.753768160611991433e+01
-4.332879709451599837e+00,-4.807076004785068579e-02,1.737529444970052594e+01
-4.280333297923963443e+00,-5.915551960296797640e-01,1.710157877045522312e+01
-4.222810833929028895e+00,-1.057139534715034745e+00,1.676682651443566741e+01
-4.172608517647881321e+00,-1.470170215898854771e+00,1.651159220077169465e+01
-4.149200009718002846e+00,-1.868965215728920493e+00,1.623364559596329570e+01
-4.111874544443169910e+00,-2.234011057469350803e+00,1.603622239019394158e+01
-4.061956587119099460e+00,-2.547497880267279413e+00,1.583542029758747205e+01
-4.026054436351238053e+00,-2.816994978818978534e+00,1.566828932393323370e+01
-4.020814793339752669e+00,-3.073249114070243593e+00,1.553976313953811150e+01
-3.992498235473882939e+00,-3.313170600874016714e+00,1.537993398738016460e+01
-3.943013462662688262e+00,-3.490509526888973202e+00,1.523300397720594823e+01
-3.915037747011283820e+00,-3.639536068767998067e+00,1.513500879349108352e+01
-3.884247671813860325e+00,-3.776767303142668286e+00,1.502848058018349775e+01
-3.870356080305834112e+00,-3.881230863176003520e+00,1.496046556480129119e+01
-3.853894417060745869e+00,-3.968533649187013346e+00,1.491048370251657751e+01
-3.848114784697340252e+00,-4.009276890483016054e+00,1.485304342216052298e+01
-3.818483439482649899e+00,-4.041293377103372997e+00,1.481409319320300533e+01
-3.812446321349948875e+00,-4.033314225986448953e+00,1.479548147309900585e+01
-3.800908138045323792e+00,-4.009544980482797172e+00,1.477270407552617826e+01
-3.816099968697979961e+00,-3.957408820236702152e+00,1.478008767200238971e+01
-3.792110656121280510e+00,-3.864508377271627548e+00,1.477077428191228137e+01
-3.774455440438421849e+00,-3.730335457746963623e+00,1.480766848252542900e+01
-3.767928731499249118e+00,-3.582296720502857301e+00,1.469540975164221130e+01
-3.725431521561513470e+00,-3.434426243879039831e+00,1.472325086824538332e+01
-3.689267702973802798e+00,-3.243467850377404815e+00,1.476884248331502825e+01
-3.658998213818375866e+00,-3.038470790114703224e+00,1.480498010402811460e+01
-3.685894913939987472e+00,-2.818865231287849049e+00,1.491159574494722406e+01
-3.715615494025278576e+00,-2.537598026072276802e+00,1.501603484914920728e+01
-3.763399438191750157e+00,-2.262328113609354929e+00,1.515163500851042677e+01
-3.718312655671587308e+00,-1.906170915510682962e+00,1.518489882463851259e+01
-3.756646424094556735e+00,-1.560233589378312358e+00,1.533474537393148296e+01
-3.779908256499643571e+00,-1.141707496051569182e+00,1.548715058884332407e+01
-3.727929622442588187e+00,-7.100631409847001363e-01,1.559031169144833839e+01
-3.729569173694885276e+00,-2.827649829721889385e-01,1.575997881264618172e+01
-3.767084655420322115e+00,2.381445908380592780e-01,1.589969713257779560e+01
-3.807759428222251330e+00,8.195582636577140034e-01,1.617208967515121998e+01
-3.935544967896440038e+00,1.320830425439023514e+00,1.663117224798395100e+01
-3.891400076703948940e+00,1.512258204267376893e+00,1.659539896229585310e+01
-3.845211747646650302e+00,1.697792992047101546e+00,1.666119278934192138e+01
-3.672581658688728545e+00,1.806568281572970891e+00,1.650054126935864218e+01
-3.652922641110396551e+00,1.852560135225171045e+00,1.648389144373521020e+01
-3.644734473261213026e+00,1.894263885833413097e+00,1.648585900296653861e+01
-3.658482449143719784e+00,1.949404556168875979e+00,1.651721099440357321e+01
-3.662237595288383663e+00,2.082037641476144785e+00,1.653160830059424313e+01
-3.687026872818309986e+00,2.135060887191584378e+00,1.658132292680666353e+01
-3.719187226713396299e+00,2.189941255300078993e+00,1.665582928308323929e+01
-3.724417934802996211e+00,2.246665336318551365e+00,1.661991677481663388e+01
-3.734553230155729153e+00,2.275474430003621151e+00,1.663300863249535411e+01
-3.730879981410972768e+00,2.311664914903491130e+00,1.666016867885407748e+01
-3.725994496252252652e+00,2.370083022858753719e+00,1.667537759932051600e+01
-3.720038392659136051e+00,2.493478968931784667e+00,1.674660203393928626e+01
-3.706255391809804678e+00,2.540377090920292513e+00,1.662071940453214225e+01
-3.738795596295717338e+00,2.667336531882160688e+00,1.669254699400588038e+01
-3.664003196844630939e+00,2.751174518348861842e+00,1.671460412022602071e+01
-3.685814743456007569e+00,2.913989980443315808e+00,1.671153235957508798e+01
-3.662123213914906028e+00,2.986846051554044923e+00,1.672226848598548443e+01
-3.679970052392364632e+00,3.011426082785569669e+00,1.671563298525463637e+01
-3.687637585112699679e+00,3.084098744123545455e+00,1.677105593271034678e+01
-3.718362169747124302e+00,3.142440716643594811e+00,1.680835855416005842e+01
-3.714124110503052467e+00,3.103072060713944147e+00,1.681576001654727293e+01
-3.782128051905078170e+00,3.068133886945497046e+00,1.691390598280866442e+01
